state,year,labor_force,employed,unemployed
Alabama,1976,1501284,1399080,102204
Alabama,1977,1568504,1453781,114723
Alabama,1978,1621710,1518309,103401
Alabama,1979,1656358,1537596,118762
Alabama,1980,1669289,1521183,148106
Alabama,1981,1677652,1500534,177118
Alabama,1982,1716324,1474143,242181
Alabama,1983,1756953,1514551,242402
Alabama,1984,1788133,1591093,197040
Alabama,1985,1802728,1637751,164977
Alabama,1986,1861327,1680722,180605
Alabama,1987,1869005,1718107,150898
Alabama,1988,1877663,1742376,135287
Alabama,1989,1896227,1762813,133414
Alabama,1990,1907367,1778143,129224
Alabama,1991,1920555,1779490,141065
Alabama,1992,1965516,1816526,148990
Alabama,1993,2003905,1856754,147151
Alabama,1994,2026692,1900856,125836
Alabama,1995,2067444,1943878,123566
Alabama,1996,2086463,1977334,109129
Alabama,1997,2133573,2027064,106509
Alabama,1998,2136177,2042291,93886
Alabama,1999,2140296,2038889,101407
Alabama,2000,2133223,2035594,97629
Alabama,2001,2115401,2006884,108517
Alabama,2002,2106161,1981919,124242
Alabama,2003,2120225,1992732,127493
Alabama,2004,2136458,2014889,121569
Alabama,2005,2146025,2049791,96234
Alabama,2006,2167809,2080233,87576
Alabama,2007,2175612,2089127,86485
Alabama,2008,2176489,2053477,123012
Alabama,2009,2162999,1924747,238252
Alabama,2010,2196042,1964559,231483
Alabama,2011,2202670,1990413,212257
Alabama,2012,2176337,2003290,173047
Alabama,2013,2174000,2017043,156957
Alabama,2014,2160842,2014290,146552
Alabama,2015,2158293,2026898,131395
Alabama,2016,2177209,2049971,127238
Alabama,2017,2178243,2081676,96567
Alabama,2018,2198837,2112347,86490
Alabama,2019,2241747,2174483,67264
Alabama,2020,2229221,2082132,147090
Alaska,1976,163570,151190,12380
Alaska,1977,173013,155948,17065
Alaska,1978,182111,162730,19381
Alaska,1979,183807,166730,17077
Alaska,1980,187405,169397,18008
Alaska,1981,196157,177803,18354
Alaska,1982,212806,191699,21107
Alaska,1983,231721,208713,23008
Alaska,1984,245452,221308,24144
Alaska,1985,252127,227693,24434
Alaska,1986,255131,227228,27903
Alaska,1987,248599,223042,25557
Alaska,1988,248861,226968,21893
Alaska,1989,255617,237686,17931
Alaska,1990,268422,249038,19384
Alaska,1991,276276,252921,23355
Alaska,1992,287216,261624,25592
Alaska,1993,295432,272709,22723
Alaska,1994,302371,279471,22900
Alaska,1995,304160,281889,22271
Alaska,1996,309772,286252,23520
Alaska,1997,313217,290845,22372
Alaska,1998,315870,295823,20047
Alaska,1999,317943,297354,20589
Alaska,2000,319511,299146,20365
Alaska,2001,321393,300731,20662
Alaska,2002,326401,302580,23821
Alaska,2003,331669,305723,25946
Alaska,2004,336743,311643,25100
Alaska,2005,344559,320811,23748
Alaska,2006,349691,326542,23149
Alaska,2007,350785,328579,22206
Alaska,2008,356109,332285,23824
Alaska,2009,359647,331792,27855
Alaska,2010,361913,333416,28497
Alaska,2011,365913,338161,27752
Alaska,2012,365519,339474,26045
Alaska,2013,365292,339801,25491
Alaska,2014,365383,340302,25081
Alaska,2015,363396,339724,23672
Alaska,2016,362231,337369,24862
Alaska,2017,360759,335682,25077
Alaska,2018,356886,333375,23511
Alaska,2019,347779,326430,21349
Alaska,2020,340269,308528,31742
Arizona,1976,987060,890988,96072
Arizona,1977,1042116,956606,85510
Arizona,1978,1082446,1017179,65267
Arizona,1979,1152471,1093987,58484
Arizona,1980,1228001,1146371,81630
Arizona,1981,1271678,1192377,79301
Arizona,1982,1341767,1206118,135649
Arizona,1983,1386057,1264176,121881
Arizona,1984,1431770,1357616,74154
Arizona,1985,1487075,1392656,94419
Arizona,1986,1562728,1454740,107988
Arizona,1987,1618230,1513853,104377
Arizona,1988,1666073,1559871,106202
Arizona,1989,1718674,1627178,91496
Arizona,1990,1786186,1691876,94310
Arizona,1991,1805012,1697675,107337
Arizona,1992,1873606,1732327,141279
Arizona,1993,1949027,1824253,124774
Arizona,1994,2104125,1974779,129346
Arizona,1995,2229131,2109900,119231
Arizona,1996,2285205,2157966,127239
Arizona,1997,2308569,2202911,105658
Arizona,1998,2387027,2284323,102704
Arizona,1999,2473013,2363084,109929
Arizona,2000,2509883,2410581,99302
Arizona,2001,2585284,2461498,123786
Arizona,2002,2679421,2516006,163415
Arizona,2003,2736000,2578854,157146
Arizona,2004,2796269,2655428,140841
Arizona,2005,2883226,2748372,134854
Arizona,2006,2990441,2864385,126056
Arizona,2007,3034016,2917117,116899
Arizona,2008,3104863,2913903,190960
Arizona,2009,3128110,2817577,310533
Arizona,2010,3089705,2769454,320251
Arizona,2011,3037017,2748470,288547
Arizona,2012,3028878,2776349,252529
Arizona,2013,3029425,2794697,234728
Arizona,2014,3099884,2889380,210504
Arizona,2015,3166615,2974540,192075
Arizona,2016,3240590,3066011,174579
Arizona,2017,3327949,3165127,162822
Arizona,2018,3439755,3273550,166205
Arizona,2019,3551260,3384504,166756
Arizona,2020,3548522,3264891,283631
Arkansas,1976,891608,829394,62214
Arkansas,1977,930260,869982,60278
Arkansas,1978,952308,893511,58797
Arkansas,1979,984461,923371,61090
Arkansas,1980,998280,922894,75386
Arkansas,1981,1023163,933766,89397
Arkansas,1982,1024106,922554,101552
Arkansas,1983,1031664,930038,101626
Arkansas,1984,1042889,952014,90875
Arkansas,1985,1047947,956947,91000
Arkansas,1986,1067484,976138,91346
Arkansas,1987,1092247,1003871,88376
Arkansas,1988,1111749,1027345,84404
Arkansas,1989,1128467,1049579,78888
Arkansas,1990,1131830,1053833,77997
Arkansas,1991,1129518,1045529,83989
Arkansas,1992,1154527,1072508,82019
Arkansas,1993,1177924,1105538,72386
Arkansas,1994,1218426,1153107,65319
Arkansas,1995,1238738,1178835,59903
Arkansas,1996,1248668,1183048,65620
Arkansas,1997,1242594,1177521,65073
Arkansas,1998,1241352,1177122,64230
Arkansas,1999,1255032,1197320,57712
Arkansas,2000,1258301,1204695,53606
Arkansas,2001,1253456,1191273,62183
Arkansas,2002,1270997,1201422,69575
Arkansas,2003,1271696,1196299,75397
Arkansas,2004,1300318,1226123,74195
Arkansas,2005,1345913,1275448,70465
Arkansas,2006,1365410,1294906,70504
Arkansas,2007,1369284,1296572,72712
Arkansas,2008,1375257,1300017,75240
Arkansas,2009,1358911,1252399,106512
Arkansas,2010,1353338,1242496,110842
Arkansas,2011,1362682,1249514,113168
Arkansas,2012,1342753,1241127,101626
Arkansas,2013,1322576,1226859,95717
Arkansas,2014,1316506,1237248,79258
Arkansas,2015,1331631,1264538,67093
Arkansas,2016,1340002,1286875,53127
Arkansas,2017,1347630,1297652,49978
Arkansas,2018,1351496,1301459,50037
Arkansas,2019,1362642,1314290,48352
Arkansas,2020,1342410,1250589,91821
California,1976,9899372,8994291,905081
California,1977,10382340,9518343,863997
California,1978,10905557,10125077,780480
California,1979,11279488,10574856,704632
California,1980,11579052,10787673,791379
California,1981,11829789,10953612,876177
California,1982,12152372,10942811,1209561
California,1983,12293797,11090005,1203792
California,1984,12637075,11656587,980488
California,1985,12982818,12051618,931200
California,1986,13335690,12438577,897113
California,1987,13743990,12945765,798225
California,1988,14141442,13392506,748936
California,1989,14552934,13806871,746063
California,1990,15138423,14264158,874265
California,1991,15126481,13960003,1166478
California,1992,15304998,13880944,1424054
California,1993,15261199,13817032,1444167
California,1994,15256527,13944739,1311788
California,1995,15246014,14048225,1197789
California,1996,15422616,14300443,1122173
California,1997,15790063,14784636,1005427
California,1998,16144564,15184470,960094
California,1999,16416600,15555278,861322
California,2000,16867808,16033179,834629
California,2001,17128430,16197671,930759
California,2002,17257097,16108685,1148412
California,2003,17277618,16102840,1174778
California,2004,17383631,16303996,1079635
California,2005,17530064,16582651,947413
California,2006,17654109,16789422,864687
California,2007,17893080,16931590,961490
California,2008,18178123,16854482,1323641
California,2009,18215140,16182572,2032568
California,2010,18336271,16091945,2244326
California,2011,18415100,16258133,2156967
California,2012,18523793,16602672,1921121
California,2013,18624992,16958403,1666589
California,2014,18714706,17310937,1403769
California,2015,18851079,17681849,1169230
California,2016,19044471,18002773,1041698
California,2017,19205295,18285492,919803
California,2018,19398212,18582802,815410
California,2019,19411572,18627378,784194
California,2020,18973631,16953645,2019986
Colorado,1976,1241819,1169467,72352
Colorado,1977,1292960,1210829,82131
Colorado,1978,1347646,1272961,74685
Colorado,1979,1429392,1361535,67857
Colorado,1980,1491648,1405381,86267
Colorado,1981,1539314,1450918,88396
Colorado,1982,1595941,1478789,117152
Colorado,1983,1666793,1548743,118050
Colorado,1984,1715898,1622610,93288
Colorado,1985,1714199,1610284,103915
Colorado,1986,1705842,1577648,128194
Colorado,1987,1701342,1573086,128256
Colorado,1988,1697028,1586629,110399
Colorado,1989,1702489,1606176,96313
Colorado,1990,1763683,1671823,91860
Colorado,1991,1794287,1700069,94218
Colorado,1992,1845245,1734715,110530
Colorado,1993,1931142,1828679,102463
Colorado,1994,2039524,1952999,86525
Colorado,1995,2124988,2039647,85341
Colorado,1996,2154732,2063318,91414
Colorado,1997,2217553,2140797,76756
Colorado,1998,2311582,2227846,83736
Colorado,1999,2344282,2272197,72085
Colorado,2000,2359515,2294408,65107
Colorado,2001,2391048,2300113,90935
Colorado,2002,2442992,2307685,135307
Colorado,2003,2486229,2338207,148022
Colorado,2004,2532361,2393559,138802
Colorado,2005,2563900,2435082,128818
Colorado,2006,2622243,2509729,112514
Colorado,2007,2664677,2565218,99459
Colorado,2008,2716625,2585243,131382
Colorado,2009,2722982,2524443,198539
Colorado,2010,2724417,2486404,238013
Colorado,2011,2736079,2507265,228814
Colorado,2012,2757222,2539941,217281
Colorado,2013,2767153,2577556,189597
Colorado,2014,2802528,2662404,140124
Colorado,2015,2828876,2719500,109376
Colorado,2016,2896771,2803436,93335
Colorado,2017,2992412,2911079,81333
Colorado,2018,3096358,2994752,101606
Colorado,2019,3148766,3062098,86668
Colorado,2020,3122013,2899079,222935
Connecticut,1976,1455740,1320510,135230
Connecticut,1977,1484885,1380972,103913
Connecticut,1978,1513504,1434580,78924
Connecticut,1979,1562654,1482436,80218
Connecticut,1980,1588290,1496088,92202
Connecticut,1981,1596437,1497809,98628
Connecticut,1982,1608804,1498489,110315
Connecticut,1983,1619703,1522446,97257
Connecticut,1984,1663064,1585450,77614
Connecticut,1985,1710255,1629294,80961
Connecticut,1986,1737273,1670498,66775
Connecticut,1987,1750361,1691514,58847
Connecticut,1988,1746643,1694869,51774
Connecticut,1989,1772352,1705616,66736
Connecticut,1990,1819775,1726482,93293
Connecticut,1991,1841104,1720656,120448
Connecticut,1992,1827707,1689684,138023
Connecticut,1993,1795716,1676578,119138
Connecticut,1994,1756296,1657825,98471
Connecticut,1995,1734064,1639060,95004
Connecticut,1996,1741727,1645952,95775
Connecticut,1997,1752540,1664912,87628
Connecticut,1998,1742196,1682342,59854
Connecticut,1999,1754565,1704134,50431
Connecticut,2000,1764126,1721913,42213
Connecticut,2001,1759829,1704774,55055
Connecticut,2002,1774152,1697127,77025
Connecticut,2003,1784260,1687924,96336
Connecticut,2004,1774193,1686213,87980
Connecticut,2005,1796976,1709382,87594
Connecticut,2006,1828651,1749191,79460
Connecticut,2007,1856209,1773159,83050
Connecticut,2008,1881454,1774681,106773
Connecticut,2009,1891077,1740971,150106
Connecticut,2010,1911712,1737449,174263
Connecticut,2011,1914775,1745967,168808
Connecticut,2012,1887419,1729838,157581
Connecticut,2013,1863337,1717764,145573
Connecticut,2014,1887428,1762564,124864
Connecticut,2015,1888878,1780840,108038
Connecticut,2016,1891275,1793904,97371
Connecticut,2017,1896938,1807506,89432
Connecticut,2018,1905312,1827070,78242
Connecticut,2019,1913530,1842164,71366
Connecticut,2020,1873929,1741133,132796
Delaware,1976,264791,241614,23177
Delaware,1977,272833,249732,23101
Delaware,1978,277334,256771,20563
Delaware,1979,280816,260517,20299
Delaware,1980,283955,262384,21571
Delaware,1981,287919,265348,22571
Delaware,1982,294391,269723,24668
Delaware,1983,296258,273360,22898
Delaware,1984,307185,287859,19326
Delaware,1985,316652,300368,16284
Delaware,1986,324857,310780,14077
Delaware,1987,332990,322702,10288
Delaware,1988,348445,337484,10961
Delaware,1989,359658,347126,12532
Delaware,1990,360223,343199,17024
Delaware,1991,361714,339303,22411
Delaware,1992,367162,347253,19909
Delaware,1993,376854,357777,19077
Delaware,1994,384827,366324,18503
Delaware,1995,385838,369200,16638
Delaware,1996,388134,368254,19880
Delaware,1997,387597,372144,15453
Delaware,1998,394889,380250,14639
Delaware,1999,398783,385190,13593
Delaware,2000,413500,398027,15473
Delaware,2001,421786,407033,14753
Delaware,2002,416783,400019,16764
Delaware,2003,415160,397472,17688
Delaware,2004,420384,403599,16785
Delaware,2005,432409,414465,17944
Delaware,2006,441184,425399,15785
Delaware,2007,443573,428312,15261
Delaware,2008,447041,424914,22127
Delaware,2009,437500,401312,36188
Delaware,2010,434419,397869,36550
Delaware,2011,443346,410086,33260
Delaware,2012,445572,413457,32115
Delaware,2013,442728,413119,29609
Delaware,2014,452187,426325,25862
Delaware,2015,465731,443100,22631
Delaware,2016,472242,450911,21331
Delaware,2017,476844,455489,21355
Delaware,2018,482465,464337,18128
Delaware,2019,487263,468844,18419
Delaware,2020,485600,439901,45700
District of Columbia,1976,335284,305107,30177
District of Columbia,1977,330279,300034,30245
District of Columbia,1978,334729,307055,27674
District of Columbia,1979,328952,305804,23148
District of Columbia,1980,321997,298261,23736
District of Columbia,1981,306560,279230,27330
District of Columbia,1982,307539,275427,32112
District of Columbia,1983,316481,280937,35544
District of Columbia,1984,321549,292134,29415
District of Columbia,1985,323655,297291,26364
District of Columbia,1986,323379,299015,24364
District of Columbia,1987,330066,309197,20869
District of Columbia,1988,329849,313257,16592
District of Columbia,1989,314700,299255,15445
District of Columbia,1990,328924,308281,20643
District of Columbia,1991,321433,296477,24956
District of Columbia,1992,317226,289953,27273
District of Columbia,1993,315856,288925,26931
District of Columbia,1994,310532,285776,24756
District of Columbia,1995,300085,273768,26317
District of Columbia,1996,287378,263163,24215
District of Columbia,1997,282744,260105,22639
District of Columbia,1998,291902,267312,24590
District of Columbia,1999,306131,286650,19481
District of Columbia,2000,310469,293086,17383
District of Columbia,2001,310515,290811,19704
District of Columbia,2002,306099,286496,19603
District of Columbia,2003,306422,285454,20968
District of Columbia,2004,312027,287683,24344
District of Columbia,2005,315616,295484,20132
District of Columbia,2006,316083,297786,18297
District of Columbia,2007,322237,304426,17811
District of Columbia,2008,330544,309192,21352
District of Columbia,2009,335672,304500,31172
District of Columbia,2010,346065,313508,32557
District of Columbia,2011,350778,315171,35607
District of Columbia,2012,364989,331984,33005
District of Columbia,2013,374126,342351,31775
District of Columbia,2014,379123,349686,29437
District of Columbia,2015,389101,362304,26797
District of Columbia,2016,395021,370897,24124
District of Columbia,2017,401021,376716,24305
District of Columbia,2018,404739,381703,23036
District of Columbia,2019,409969,387482,22487
District of Columbia,2020,402907,371573,31334
Florida,1976,3602310,3272065,330245
Florida,1977,3724245,3419987,304258
Florida,1978,3962454,3695902,266552
Florida,1979,4135752,3890380,245372
Florida,1980,4274346,4014765,259581
Florida,1981,4527425,4224775,302650
Florida,1982,4729458,4330894,398564
Florida,1983,4927448,4508687,418761
Florida,1984,5161635,4832656,328979
Florida,1985,5342656,5023378,319278
Florida,1986,5590997,5267509,323488
Florida,1987,5859869,5549518,310351
Florida,1988,6054325,5744058,310267
Florida,1989,6237743,5890508,347235
Florida,1990,6464169,6068832,395337
Florida,1991,6532429,6040216,492213
Florida,1992,6657112,6108967,548145
Florida,1993,6756534,6274934,481600
Florida,1994,6947512,6499945,447567
Florida,1995,7046151,6656533,389618
Florida,1996,7169990,6800128,369862
Florida,1997,7368111,7015836,352275
Florida,1998,7521469,7196659,324810
Florida,1999,7657159,7359460,297699
Florida,2000,7856895,7565981,290914
Florida,2001,8043714,7669117,374597
Florida,2002,8114409,7656349,458060
Florida,2003,8210696,7783148,427548
Florida,2004,8440428,8049908,390520
Florida,2005,8720970,8398974,321996
Florida,2006,9000204,8709522,290682
Florida,2007,9157124,8789770,367354
Florida,2008,9215524,8637164,578360
Florida,2009,9094825,8148123,946702
Florida,2010,9212066,8193659,1018407
Florida,2011,9300542,8371638,928904
Florida,2012,9382993,8588669,794324
Florida,2013,9453747,8770084,683663
Florida,2014,9567295,8966245,601050
Florida,2015,9608398,9084483,523915
Florida,2016,9825693,9354560,471133
Florida,2017,10093451,9669228,424223
Florida,2018,10234770,9869673,365097
Florida,2019,10336749,10016060,320689
Florida,2020,10026456,9206697,819759
Georgia,1976,2273932,2087587,186345
Georgia,1977,2332184,2171434,160750
Georgia,1978,2410909,2272970,137939
Georgia,1979,2467596,2341422,126174
Georgia,1980,2533586,2373390,160196
Georgia,1981,2600075,2434001,166074
Georgia,1982,2655895,2448223,207672
Georgia,1983,2692349,2484166,208183
Georgia,1984,2769779,2601033,168746
Georgia,1985,2877663,2692830,184833
Georgia,1986,2982631,2804930,177701
Georgia,1987,3063215,2889508,173707
Georgia,1988,3144406,2964789,179617
Georgia,1989,3208446,3031606,176840
Georgia,1990,3283912,3104564,179348
Georgia,1991,3278409,3108166,170243
Georgia,1992,3399695,3164618,235077
Georgia,1993,3480778,3271285,209493
Georgia,1994,3593963,3406072,187891
Georgia,1995,3682926,3504765,178161
Georgia,1996,3810136,3632917,177219
Georgia,1997,3960492,3779217,181275
Georgia,1998,4072762,3898825,173937
Georgia,1999,4153499,3990393,163106
Georgia,2000,4222253,4071557,150696
Georgia,2001,4262041,4089559,172482
Georgia,2002,4327691,4110874,216817
Georgia,2003,4394437,4182521,211916
Georgia,2004,4451800,4239065,212735
Georgia,2005,4586420,4341223,245197
Georgia,2006,4710775,4489128,221647
Georgia,2007,4815818,4597640,218178
Georgia,2008,4879253,4575010,304243
Georgia,2009,4787749,4311854,475895
Georgia,2010,4696676,4202052,494624
Georgia,2011,4748754,4263305,485449
Georgia,2012,4787367,4348083,439284
Georgia,2013,4756157,4366374,389783
Georgia,2014,4738946,4403433,335513
Georgia,2015,4775453,4490414,285039
Georgia,2016,4921491,4658053,263438
Georgia,2017,5058960,4822263,236697
Georgia,2018,5107656,4906411,201245
Georgia,2019,5110318,4935310,175008
Georgia,2020,5009639,4676984,332655
Hawaii,1976,409847,371344,38503
Hawaii,1977,416882,384049,32833
Hawaii,1978,418444,388852,29592
Hawaii,1979,425536,399647,25889
Hawaii,1980,438848,416797,22051
Hawaii,1981,450177,425803,24374
Hawaii,1982,458778,429816,28962
Hawaii,1983,471578,442480,29098
Hawaii,1984,472988,446129,26859
Hawaii,1985,479158,453370,25788
Hawaii,1986,491387,467935,23452
Hawaii,1987,510628,491212,19416
Hawaii,1988,517775,501341,16434
Hawaii,1989,527490,514168,13322
Hawaii,1990,550921,536216,14705
Hawaii,1991,571588,555187,16401
Hawaii,1992,584253,558936,25317
Hawaii,1993,586404,560114,26290
Hawaii,1994,585215,552917,32298
Hawaii,1995,586481,552009,34472
Hawaii,1996,595598,558167,37431
Hawaii,1997,600954,563580,37374
Hawaii,1998,601583,564957,36626
Hawaii,1999,602907,570394,32513
Hawaii,2000,605947,580214,25733
Hawaii,2001,610630,583187,27443
Hawaii,2002,600924,575594,25330
Hawaii,2003,603122,578323,24799
Hawaii,2004,610912,590156,20756
Hawaii,2005,626912,608957,17955
Hawaii,2006,638260,621573,16687
Hawaii,2007,638395,620535,17860
Hawaii,2008,639691,612120,27571
Hawaii,2009,631690,586522,45168
Hawaii,2010,647249,602282,44967
Hawaii,2011,660253,615319,44934
Hawaii,2012,647185,608302,38883
Hawaii,2013,651557,619691,31866
Hawaii,2014,665465,636495,28970
Hawaii,2015,673967,649950,24017
Hawaii,2016,682961,662784,20177
Hawaii,2017,683618,667009,16609
Hawaii,2018,678734,662128,16606
Hawaii,2019,664992,646973,18019
Hawaii,2020,646186,571171,75015
Idaho,1976,373138,352371,20767
Idaho,1977,397769,374822,22947
Idaho,1978,416943,394249,22694
Idaho,1979,429329,404370,24959
Idaho,1980,428739,396448,32291
Idaho,1981,430350,397016,33334
Idaho,1982,442756,398783,43973
Idaho,1983,453993,413403,40590
Idaho,1984,462704,428843,33861
Idaho,1985,466588,429858,36730
Idaho,1986,471760,431928,39832
Idaho,1987,470758,434907,35851
Idaho,1988,479124,450247,28877
Idaho,1989,489473,463567,25906
Idaho,1990,492490,465255,27235
Idaho,1991,508081,476505,31576
Idaho,1992,531126,497372,33754
Idaho,1993,554106,520963,33143
Idaho,1994,587134,555338,31796
Idaho,1995,600704,568218,32486
Idaho,1996,616791,584137,32654
Idaho,1997,633725,601135,32590
Idaho,1998,649435,616282,33153
Idaho,1999,651207,619237,31970
Idaho,2000,659824,628844,30980
Idaho,2001,677665,643280,34385
Idaho,2002,684591,646549,38042
Idaho,2003,690005,651335,38670
Idaho,2004,703062,668441,34621
Idaho,2005,731670,702291,29379
Idaho,2006,747377,721346,26031
Idaho,2007,754438,731235,23203
Idaho,2008,755153,716653,38500
Idaho,2009,757131,690722,66409
Idaho,2010,761056,692826,68230
Idaho,2011,765178,701466,63712
Idaho,2012,769256,713704,55552
Idaho,2013,770833,723636,47197
Idaho,2014,779986,742302,37684
Idaho,2015,795983,762279,33704
Idaho,2016,815077,784172,30905
Idaho,2017,834698,807819,26879
Idaho,2018,857049,832732,24317
Idaho,2019,881891,856245,25646
Idaho,2020,892098,843505,48594
Illinois,1976,5149989,4808498,341491
Illinois,1977,5281924,4955219,326705
Illinois,1978,5422862,5098059,324803
Illinois,1979,5448408,5147184,301224
Illinois,1980,5554539,5101693,452846
Illinois,1981,5592209,5114483,477726
Illinois,1982,5614249,4976383,637866
Illinois,1983,5603113,4943293,659820
Illinois,1984,5611290,5104429,506861
Illinois,1985,5672208,5158654,513554
Illinois,1986,5694686,5223314,471372
Illinois,1987,5756424,5327984,428440
Illinois,1988,5849194,5458962,390232
Illinois,1989,5994211,5632943,361268
Illinois,1990,5947011,5581864,365147
Illinois,1991,5944289,5513326,430963
Illinois,1992,6027916,5552539,475377
Illinois,1993,6072484,5620733,451751
Illinois,1994,6108648,5755545,353103
Illinois,1995,6174337,5855655,318682
Illinois,1996,6247845,5917463,330382
Illinois,1997,6300928,5999611,301317
Illinois,1998,6347005,6066484,280521
Illinois,1999,6467988,6186543,281445
Illinois,2000,6493466,6211404,282062
Illinois,2001,6457922,6113677,344245
Illinois,2002,6349239,5933897,415342
Illinois,2003,6300221,5874608,425613
Illinois,2004,6325447,5933127,392320
Illinois,2005,6397808,6033913,363895
Illinois,2006,6526273,6230845,295428
Illinois,2007,6665601,6334010,331591
Illinois,2008,6657227,6238611,418616
Illinois,2009,6618658,5943229,675429
Illinois,2010,6625321,5937047,688274
Illinois,2011,6586893,5948366,638527
Illinois,2012,6581867,5990644,591223
Illinois,2013,6549473,5956749,592724
Illinois,2014,6513861,6052151,461710
Illinois,2015,6510815,6122622,388193
Illinois,2016,6549847,6169524,380323
Illinois,2017,6489612,6170546,319066
Illinois,2018,6469668,6191319,278349
Illinois,2019,6446610,6190757,255853
Illinois,2020,6328492,5693173,635319
Indiana,1976,2434546,2287000,147546
Indiana,1977,2490170,2345816,144354
Indiana,1978,2590145,2445385,144760
Indiana,1979,2636428,2465575,170853
Indiana,1980,2625544,2372211,253333
Indiana,1981,2617959,2359393,258566
Indiana,1982,2599391,2288032,311359
Indiana,1983,2583412,2294337,289075
Indiana,1984,2631866,2406827,225039
Indiana,1985,2710413,2499152,211261
Indiana,1986,2748410,2560101,188309
Indiana,1987,2757863,2585927,171936
Indiana,1988,2805683,2658707,146976
Indiana,1989,2856099,2717574,138525
Indiana,1990,2814608,2666066,148542
Indiana,1991,2792829,2626154,166675
Indiana,1992,2857384,2669811,187573
Indiana,1993,2948307,2789531,158776
Indiana,1994,3064328,2915071,149257
Indiana,1995,3135172,2991096,144076
Indiana,1996,3109669,2983209,126460
Indiana,1997,3120608,3011304,109304
Indiana,1998,3123160,3026444,96716
Indiana,1999,3124851,3029834,95017
Indiana,2000,3126379,3029073,97306
Indiana,2001,3140899,3007507,133392
Indiana,2002,3171168,3006811,164357
Indiana,2003,3182988,3014655,168333
Indiana,2004,3167797,2998068,169729
Indiana,2005,3205436,3029959,175477
Indiana,2006,3235110,3072113,162997
Indiana,2007,3207687,3061042,146645
Indiana,2008,3232097,3041828,190269
Indiana,2009,3193989,2864985,329004
Indiana,2010,3175192,2845608,329584
Indiana,2011,3181991,2891945,290046
Indiana,2012,3169835,2905549,264286
Indiana,2013,3188406,2944275,244131
Indiana,2014,3224772,3032497,192275
Indiana,2015,3266520,3108719,157801
Indiana,2016,3328893,3181898,146995
Indiana,2017,3336655,3218115,118540
Indiana,2018,3381713,3265580,116133
Indiana,2019,3387366,3275056,112310
Indiana,2020,3338342,3070944,267398
Iowa,1976,1338074,1284487,53587
Iowa,1977,1384889,1330944,53945
Iowa,1978,1418036,1363245,54791
Iowa,1979,1421489,1361679,59810
Iowa,1980,1435156,1348855,86301
Iowa,1981,1426591,1332833,93758
Iowa,1982,1424383,1303292,121091
Iowa,1983,1422636,1307170,115466
Iowa,1984,1415875,1317125,98750
Iowa,1985,1413046,1307423,105623
Iowa,1986,1433643,1336751,96892
Iowa,1987,1452988,1373229,79759
Iowa,1988,1491110,1424110,67000
Iowa,1989,1508708,1445448,63260
Iowa,1990,1451750,1387668,64082
Iowa,1991,1474789,1406164,68625
Iowa,1992,1511801,1444325,67476
Iowa,1993,1559713,1496789,62924
Iowa,1994,1579261,1523726,55535
Iowa,1995,1587051,1532400,54651
Iowa,1996,1608348,1551711,56637
Iowa,1997,1602935,1552946,49989
Iowa,1998,1595942,1552120,43822
Iowa,1999,1596414,1555090,41324
Iowa,2000,1590453,1548636,41817
Iowa,2001,1612964,1559241,53723
Iowa,2002,1637909,1572560,65349
Iowa,2003,1606798,1534489,72309
Iowa,2004,1601788,1529761,72027
Iowa,2005,1629764,1560169,69595
Iowa,2006,1657584,1596530,61054
Iowa,2007,1660677,1599332,61345
Iowa,2008,1679293,1608695,70598
Iowa,2009,1687411,1579248,108163
Iowa,2010,1678281,1577447,100834
Iowa,2011,1662376,1570177,92199
Iowa,2012,1653141,1569879,83262
Iowa,2013,1674190,1594891,79299
Iowa,2014,1701445,1629331,72114
Iowa,2015,1701514,1637257,64257
Iowa,2016,1694140,1633320,60820
Iowa,2017,1678349,1626387,51962
Iowa,2018,1686840,1644280,42560
Iowa,2019,1738824,1691016,47808
Iowa,2020,1690445,1582811,107634
Kansas,1976,1071376,1026187,45189
Kansas,1977,1105749,1062496,43253
Kansas,1978,1139699,1104141,35558
Kansas,1979,1169991,1132264,37727
Kansas,1980,1187425,1134614,52811
Kansas,1981,1187080,1135918,51162
Kansas,1982,1193568,1118684,74884
Kansas,1983,1188919,1119214,69705
Kansas,1984,1203358,1144423,58935
Kansas,1985,1228017,1165356,62661
Kansas,1986,1241711,1175560,66151
Kansas,1987,1262821,1201769,61052
Kansas,1988,1276496,1218556,57940
Kansas,1989,1284372,1230713,53659
Kansas,1990,1272519,1217887,54632
Kansas,1991,1279949,1223430,56519
Kansas,1992,1308836,1250194,58642
Kansas,1993,1333092,1266875,66217
Kansas,1994,1348851,1282791,66060
Kansas,1995,1349748,1290159,59589
Kansas,1996,1358124,1300384,57740
Kansas,1997,1381702,1329751,51951
Kansas,1998,1416392,1366403,49989
Kansas,1999,1425599,1378867,46732
Kansas,2000,1406580,1356147,50433
Kansas,2001,1390620,1332034,58586
Kansas,2002,1413014,1341603,71411
Kansas,2003,1437027,1357867,79160
Kansas,2004,1463707,1383867,79840
Kansas,2005,1465640,1392024,73616
Kansas,2006,1467095,1402796,64299
Kansas,2007,1483458,1420449,63009
Kansas,2008,1499676,1430628,69048
Kansas,2009,1518207,1413873,104334
Kansas,2010,1500764,1394958,105806
Kansas,2011,1491087,1394082,97005
Kansas,2012,1485220,1400122,85098
